# emapper version: emapper-1.0.3 emapper DB: 4.5.1
# command: ./emapper.py  --cpu 16 -i GUT_GENOME000001/roary_90/pan_genome_reference.faa -m diamond -o funcs_annotation_eggNOG --output_dir GUT_GENOME000001/roary_90 --temp_dir GUT_GENOME000001/roary_90
# time: Sun Apr 28 01:15:45 2019
#query_name	seed_eggNOG_ortholog	seed_ortholog_evalue	seed_ortholog_score	predicted_gene_name	GO_terms	KEGG_KOs	BiGG_reactions	Annotation_tax_scope	OGs	bestOG|evalue|score	COG cat	eggNOG annot
GUT_GENOME000001_00980	929506.CbC4_0610	1.5e-42	177.9			K07284		bactNOG[38]	08U4N@bactNOG,0EVYH@cloNOG,0NI8F@firmNOG,COG3764@NOG	NA|NA|NA	M	(sortase) family
GUT_GENOME000001_00981	445973.CLOBAR_01783	1.7e-86	324.7	ISDE	GO:0005575,GO:0005623,GO:0005886,GO:0016020,GO:0044464,GO:0071944	K02016		bactNOG[38]	05C6G@bactNOG,0F4G6@cloNOG,0NEGM@firmNOG,COG0614@NOG	NA|NA|NA	P	heme ABC transporter heme-binding protein isdE
GUT_GENOME000001_00982	195103.CPF_0214	1.7e-100	371.3	ISDF	GO:0005575,GO:0005623,GO:0005886,GO:0016020,GO:0044464,GO:0071944	K02015		bactNOG[38]	05EHG@bactNOG,0ENVN@cloNOG,0NDVS@firmNOG,COG0609@NOG	NA|NA|NA	P	Permease protein
GUT_GENOME000001_00983	195103.CPF_0215	2.4e-97	360.5	FHUC		K02013		bactNOG[38]	05E0A@bactNOG,0NEHB@firmNOG,COG1120@NOG	NA|NA|NA	P	ABC transporter
GUT_GENOME000001_00984	445973.CLOBAR_00648	6.7e-73	279.3					bactNOG[38]	05UCC@bactNOG,0F3T5@cloNOG,0NKSC@firmNOG,0ZX0X@NOG	NA|NA|NA		
GUT_GENOME000001_00985	272563.CD2276	6.1e-213	745.3	AGCS	GO:0003333,GO:0003674,GO:0005215,GO:0005283,GO:0005294,GO:0005342,GO:0005343,GO:0005416,GO:0005575,GO:0005623,GO:0005886,GO:0006810,GO:0006811,GO:0006812,GO:0006814,GO:0006820,GO:0006865,GO:0008150,GO:0008324,GO:0008509,GO:0008514,GO:0009987,GO:0015075,GO:0015077,GO:0015081,GO:0015171,GO:0015175,GO:0015291,GO:0015293,GO:0015294,GO:0015370,GO:0015655,GO:0015672,GO:0015711,GO:0015804,GO:0015807,GO:0015808,GO:0015849,GO:0016020,GO:0022804,GO:0022857,GO:0022858,GO:0022890,GO:0022891,GO:0022892,GO:0030001,GO:0032328,GO:0034220,GO:0035725,GO:0044464,GO:0044699,GO:0044763,GO:0044765,GO:0046873,GO:0046942,GO:0046943,GO:0051179,GO:0051234,GO:0055085,GO:0071702,GO:0071705,GO:0071944	K03310		bactNOG[38]	05BZG@bactNOG,0ENT5@cloNOG,0ND97@firmNOG,COG1115@NOG	NA|NA|NA	E	amino acid carrier protein
GUT_GENOME000001_00986	290402.Cbei_0024	1.4e-119	434.5	PROB	GO:0000287,GO:0003674,GO:0003824,GO:0004349,GO:0005488,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0006082,GO:0006520,GO:0006560,GO:0006561,GO:0006793,GO:0006796,GO:0006807,GO:0008150,GO:0008152,GO:0008652,GO:0009058,GO:0009064,GO:0009084,GO:0009987,GO:0016053,GO:0016301,GO:0016310,GO:0016740,GO:0016772,GO:0016774,GO:0018130,GO:0019202,GO:0019752,GO:0043167,GO:0043169,GO:0043436,GO:0044237,GO:0044238,GO:0044249,GO:0044281,GO:0044283,GO:0044424,GO:0044464,GO:0044710,GO:0044711,GO:0046394,GO:0046483,GO:0046872,GO:0071704,GO:1901360,GO:1901362,GO:1901564,GO:1901566,GO:1901576,GO:1901605,GO:1901607	K00931	GLU5K	bactNOG[38]	05CGT@bactNOG,0EPSF@cloNOG,0NDT8@firmNOG,COG0263@NOG	NA|NA|NA	E	Catalyzes the transfer of a phosphate group to glutamate to form glutamate 5-phosphate which rapidly cyclizes to 5- oxoproline (By similarity)
GUT_GENOME000001_00987	290402.Cbei_0025	3.7e-193	679.5	PROA	GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0005886,GO:0016020,GO:0044424,GO:0044444,GO:0044464,GO:0071944	K00147	G5SD,G5SD2	bactNOG[38]	05C2S@bactNOG,0EPDX@cloNOG,0NDVW@firmNOG,COG0014@NOG	NA|NA|NA	E	Catalyzes the NADPH dependent reduction of L-gamma- glutamyl 5-phosphate into L-glutamate 5-semialdehyde and phosphate. The product spontaneously undergoes cyclization to form 1-pyrroline-5-carboxylate (By similarity)
GUT_GENOME000001_00988	500633.CLOHIR_01386	1.4e-49	201.4			K16923		bactNOG[38]	08MUG@bactNOG,0EU89@cloNOG,0NHUU@firmNOG,11GMZ@NOG	NA|NA|NA	S	Inherit from firmNOG: membrane
GUT_GENOME000001_00989	272563.CD2275	0.0	1145.6	TOPB		K03169,K03654		bactNOG[38]	05C9U@bactNOG,0ENNZ@cloNOG,0NDRU@firmNOG,COG0550@NOG,COG0551@NOG	NA|NA|NA	L	DNA topoisomerase
GUT_GENOME000001_00990	272563.CD2266	3.8e-179	633.3				CYTMQOR3pp	bactNOG[38]	07R52@bactNOG,0EQVE@cloNOG,0NE2Q@firmNOG,COG0665@NOG,COG0723@NOG	NA|NA|NA	C	fad dependent oxidoreductase
GUT_GENOME000001_00991	272563.CD2265	3e-52	210.3					bactNOG[38]	086EB@bactNOG,0EX8F@cloNOG,0P3YZ@firmNOG,0ZYKJ@NOG	NA|NA|NA	S	membrane
GUT_GENOME000001_00992	445973.CLOBAR_00046	1.4e-166	591.3	GLTD		K00266,K17722		bactNOG[38]	05BZ8@bactNOG,0ENQ0@cloNOG,0NDBT@firmNOG,COG0493@NOG	NA|NA|NA	E	glutamate synthase
GUT_GENOME000001_00994	272563.CD2263	2.1e-102	377.9	PRSA	GO:0005575,GO:0005623,GO:0005886,GO:0016020,GO:0044464,GO:0071944	K01802,K03769,K07533		bactNOG[38]	07UUG@bactNOG,0EUEN@cloNOG,0NENE@firmNOG,COG0760@NOG	NA|NA|NA	O	Plays a major role in protein secretion by helping the post-translocational extracellular folding of several secreted proteins (By similarity)
GUT_GENOME000001_00995	272563.CD2259	1.6e-32	144.1				OXADC	bactNOG[38]	05W06@bactNOG,0EVMJ@cloNOG,0NNFU@firmNOG,COG0662@NOG	NA|NA|NA	G	Cupin domain
GUT_GENOME000001_00996	272563.CD2431	6.9e-205	718.8	CYSI	GO:0000103,GO:0003674,GO:0003824,GO:0004783,GO:0006790,GO:0008150,GO:0008152,GO:0009987,GO:0016002,GO:0016491,GO:0016651,GO:0016667,GO:0016668,GO:0044237,GO:0044710,GO:0055114	K00366,K00381,K00392		bactNOG[38]	05ET1@bactNOG,0EPGW@cloNOG,0NDXQ@firmNOG,COG0155@NOG	NA|NA|NA	C	Sulfite reductase
GUT_GENOME000001_00997	272563.CD2255	7.3e-138	496.1					bactNOG[38]	06RHF@bactNOG,0EZWZ@cloNOG,0NUTX@firmNOG,0YH0B@NOG	NA|NA|NA		
GUT_GENOME000001_00999	272563.CD2252	4e-206	722.6	KAMA	GO:0003674,GO:0003824,GO:0005488,GO:0006082,GO:0006520,GO:0006553,GO:0006554,GO:0006807,GO:0008150,GO:0008152,GO:0009056,GO:0009063,GO:0009066,GO:0009068,GO:0009987,GO:0016054,GO:0016853,GO:0016866,GO:0016869,GO:0019477,GO:0019752,GO:0030170,GO:0043167,GO:0043168,GO:0043436,GO:0044237,GO:0044238,GO:0044248,GO:0044281,GO:0044282,GO:0044710,GO:0044712,GO:0046395,GO:0046440,GO:0048037,GO:0051536,GO:0051540,GO:0071704,GO:1901564,GO:1901565,GO:1901575,GO:1901605,GO:1901606	K01843,K19814		bactNOG[38]	05CK3@bactNOG,0EPYB@cloNOG,0NE45@firmNOG,COG1509@NOG	NA|NA|NA	E	Lysine 2,3-aminomutase YodO family protein
GUT_GENOME000001_01000	272563.CD3312	7.5e-136	489.2					bactNOG[38]	07YE7@bactNOG,0F7IG@cloNOG,0P6VX@firmNOG,0ZWA1@NOG	NA|NA|NA	G	Major Facilitator Superfamily
GUT_GENOME000001_01001	592027.CLG_B0760	3.3e-18	98.6					bactNOG[38]	08SBQ@bactNOG,0ETW3@cloNOG,0NJ3E@firmNOG,11H22@NOG	NA|NA|NA		
GUT_GENOME000001_01002	272563.CD2841	4.7e-119	433.7			K07047		bactNOG[38]	05EFZ@bactNOG,0EQ8M@cloNOG,0NEFK@firmNOG,COG1574@NOG	NA|NA|NA	S	amidohydrolase
GUT_GENOME000001_01003	272563.CD2250	1.4e-140	504.6					bactNOG[38]	05C02@bactNOG,0EPKH@cloNOG,0NEF8@firmNOG,COG0628@NOG	NA|NA|NA	S	permease
GUT_GENOME000001_01006	235909.GK1883	1.9e-21	107.1	GK0160		K07483		bactNOG[38]	04WT5@bacNOG,062Y3@bactNOG,0NQPA@firmNOG,12CAE@NOG	NA|NA|NA	L	Transposase
GUT_GENOME000001_01008	929506.CbC4_0580	3.6e-51	206.5	BL00144				bactNOG[38]	05DQ6@bactNOG,0ER5H@cloNOG,0NF5D@firmNOG,COG2801@NOG	NA|NA|NA	L	Integrase
GUT_GENOME000001_01009	195103.CPF_0746	0.0	1457.6			K02004		bactNOG[38]	05FFF@bactNOG,0EPH6@cloNOG,0NEA5@firmNOG,COG0577@NOG	NA|NA|NA	V	abc transporter permease protein
GUT_GENOME000001_01010	451757.AC7_0771	4.3e-114	416.0	BDP_1102		K02003		NOG[107]	COG1136@NOG	NA|NA|NA	V	(ABC) transporter
GUT_GENOME000001_01011	195103.CPF_0744	9e-62	241.9	BL02215				bactNOG[38]	05NMU@bactNOG,0EU3Q@cloNOG,0NNVS@firmNOG,COG1309@NOG	NA|NA|NA	K	Transcriptional regulator
GUT_GENOME000001_01013	203120.LEUM_1760	3.3e-13	79.0	PEPC	GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0044424,GO:0044464	K01372		bactNOG[38]	04SNY@bacNOG,05CTZ@bactNOG,0NECX@firmNOG,COG3579@NOG	NA|NA|NA	E	aminopeptidase c
GUT_GENOME000001_01014	526218.Sterm_3762	5.6e-62	243.0					bactNOG[38]	05E79@bactNOG,0XPB7@NOG	NA|NA|NA	C	Binding Domain protein
GUT_GENOME000001_01015	445973.CLOBAR_02406	1.2e-209	734.6			K07047		bactNOG[38]	05EFZ@bactNOG,0EQ8M@cloNOG,0NEFK@firmNOG,COG1574@NOG	NA|NA|NA	S	amidohydrolase
GUT_GENOME000001_01026	272563.CD0110	2.6e-121	440.3	YBBP	GO:0005575,GO:0005623,GO:0005886,GO:0016020,GO:0044464,GO:0071944	K18672		bactNOG[38]	05C8B@bactNOG,0EPV7@cloNOG,0NE2I@firmNOG,COG1624@NOG	NA|NA|NA	S	TIGR00159 family
GUT_GENOME000001_01027	272563.CD0111	8.9e-96	355.9					bactNOG[38]	07U7R@bactNOG,0F51C@cloNOG,0P2V5@firmNOG,COG4856@NOG	NA|NA|NA	S	Inherit from firmNOG: YbbR-like protein
GUT_GENOME000001_01028	525255.HMPREF0077_1264	3.8e-19	99.8	INSI	GO:0002682,GO:0002683,GO:0003674,GO:0003676,GO:0003677,GO:0003690,GO:0003824,GO:0004803,GO:0005488,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0006139,GO:0006259,GO:0006310,GO:0006313,GO:0006725,GO:0006807,GO:0008150,GO:0008152,GO:0009607,GO:0009987,GO:0030983,GO:0031347,GO:0032135,GO:0032196,GO:0032991,GO:0032993,GO:0034641,GO:0035821,GO:0043170,GO:0043565,GO:0043566,GO:0044003,GO:0044237,GO:0044238,GO:0044260,GO:0044403,GO:0044419,GO:0044424,GO:0044444,GO:0044464,GO:0044699,GO:0044763,GO:0046483,GO:0048519,GO:0048583,GO:0048585,GO:0050776,GO:0050777,GO:0050789,GO:0050896,GO:0051701,GO:0051704,GO:0051707,GO:0051817,GO:0052031,GO:0052173,GO:0052200,GO:0052255,GO:0052552,GO:0052553,GO:0052561,GO:0052562,GO:0052564,GO:0052572,GO:0065007,GO:0065008,GO:0071704,GO:0075136,GO:0080134,GO:0090304,GO:0097159,GO:1901360,GO:1901363	K07482		bactNOG[38]	05F9F@bactNOG,0EQV7@cloNOG,0NF4B@firmNOG,COG2826@NOG	NA|NA|NA	L	Integrase catalytic subunit
GUT_GENOME000001_01030	272563.CD0119	6.6e-220	768.5	GLMM	GO:0003674,GO:0003824,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0006040,GO:0006047,GO:0006048,GO:0006139,GO:0006464,GO:0006468,GO:0006725,GO:0006753,GO:0006793,GO:0006796,GO:0006807,GO:0008150,GO:0008152,GO:0008966,GO:0009058,GO:0009117,GO:0009165,GO:0009225,GO:0009226,GO:0009987,GO:0016310,GO:0016853,GO:0016866,GO:0016868,GO:0018130,GO:0019438,GO:0019538,GO:0019637,GO:0034641,GO:0034654,GO:0036211,GO:0040007,GO:0043170,GO:0043412,GO:0044237,GO:0044238,GO:0044249,GO:0044260,GO:0044267,GO:0044271,GO:0044281,GO:0044424,GO:0044444,GO:0044464,GO:0044710,GO:0046349,GO:0046483,GO:0046777,GO:0055086,GO:0071704,GO:0090407,GO:1901135,GO:1901137,GO:1901293,GO:1901360,GO:1901362,GO:1901576	K03431	ACGAMPM,PGAMT,PGMT,PMANM,PPM	bactNOG[38]	07QJF@bactNOG,0EP3C@cloNOG,0ND9S@firmNOG,COG1109@NOG	NA|NA|NA	G	Catalyzes the conversion of glucosamine-6-phosphate to glucosamine-1-phosphate (By similarity)
GUT_GENOME000001_01031	272563.CD0120	1.6e-277	960.3	GLMS	GO:0003674,GO:0003824,GO:0004360,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0005886,GO:0006040,GO:0006047,GO:0006048,GO:0006139,GO:0006725,GO:0006753,GO:0006793,GO:0006796,GO:0006807,GO:0008150,GO:0008152,GO:0008483,GO:0009058,GO:0009117,GO:0009165,GO:0009225,GO:0009226,GO:0009987,GO:0016020,GO:0016740,GO:0016769,GO:0018130,GO:0019438,GO:0019637,GO:0034641,GO:0034654,GO:0040007,GO:0044237,GO:0044238,GO:0044249,GO:0044271,GO:0044281,GO:0044424,GO:0044444,GO:0044464,GO:0044710,GO:0046349,GO:0046483,GO:0055086,GO:0070548,GO:0071704,GO:0071944,GO:0090407,GO:1901135,GO:1901137,GO:1901293,GO:1901360,GO:1901362,GO:1901576	K00820	GF6PTA	bactNOG[38]	05C46@bactNOG,0EPN4@cloNOG,0NE55@firmNOG,COG0449@NOG	NA|NA|NA	M	Catalyzes the first step in hexosamine metabolism, converting fructose-6P into glucosamine-6P using glutamine as a nitrogen source (By similarity)
GUT_GENOME000001_01032	272563.CD0122	4.6e-66	256.5					bactNOG[38]	08X8C@bactNOG,0ET36@cloNOG,0NIFY@firmNOG,11JYS@NOG	NA|NA|NA	S	Protein of unknown function (DUF1779)
GUT_GENOME000001_01033	272563.CD0123	9.8e-210	734.6	MURA	GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0044424,GO:0044464	K00790	UAGCVT	bactNOG[38]	05CDF@bactNOG,0EP54@cloNOG,0ND91@firmNOG,COG0766@NOG	NA|NA|NA	M	Cell wall formation. Adds enolpyruvyl to UDP-N- acetylglucosamine (By similarity)
GUT_GENOME000001_01034	272563.CD0124	5.9e-115	419.5	SPOIID		K06381		bactNOG[38]	05JFG@bactNOG,0ER1J@cloNOG,0NDR4@firmNOG,COG2385@NOG	NA|NA|NA	D	stage ii sporulation protein d
GUT_GENOME000001_01035	272563.CD0125	5.8e-73	279.3					bactNOG[38]	085AZ@bactNOG,0F50F@cloNOG,0P3KQ@firmNOG,COG0739@NOG	NA|NA|NA	M	peptidase M23
GUT_GENOME000001_01036	272563.CD0126	1e-36	157.5	SPOIIID		K06283		bactNOG[38]	05MT0@bactNOG,0EUBW@cloNOG,0NKZE@firmNOG,11VHI@NOG	NA|NA|NA	K	Sporulation transcriptional regulator spoiiid
GUT_GENOME000001_01037	445973.CLOBAR_00745	5.3e-145	519.2	MBL		K03569		bactNOG[38]	05DFF@bactNOG,0EP4P@cloNOG,0NDKT@firmNOG,COG1077@NOG	NA|NA|NA	D	Cell shape determining protein, mreb mrl family
GUT_GENOME000001_01038	445973.CLOBAR_00744	2e-76	290.4					bactNOG[38]	08ZDA@bactNOG,0ET6Z@cloNOG,0NJ9D@firmNOG,11N5J@NOG	NA|NA|NA	S	Sporulation protein YyaC
GUT_GENOME000001_01039	445973.CLOBAR_00743	2.5e-210	736.5	METK	GO:0005575,GO:0005618,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0005886,GO:0008150,GO:0016020,GO:0030312,GO:0040007,GO:0044424,GO:0044444,GO:0044464,GO:0071944	K00789,K01992	METAT	bactNOG[38]	05CPH@bactNOG,0ENTF@cloNOG,0NDMW@firmNOG,COG0192@NOG	NA|NA|NA	H	Catalyzes the formation of S-adenosylmethionine from methionine and ATP (By similarity)
GUT_GENOME000001_01040	272563.CD0132	0.0	1218.0	RECD		K03581		bactNOG[38]	05C7H@bactNOG,0ENYB@cloNOG,0NDDR@firmNOG,COG0507@NOG	NA|NA|NA	L	Helicase, RecD TraA family
GUT_GENOME000001_01041	272563.CD0133	3.9e-100	369.8	COMF		K00764,K02242		bactNOG[38]	05MJ2@bactNOG,0EU4F@cloNOG,0NM0Q@firmNOG,COG1040@NOG	NA|NA|NA	S	Competence protein
GUT_GENOME000001_01042	445973.CLOBAR_00725	1.1e-69	268.1	RAIA		K05808		bactNOG[38]	05MS2@bactNOG,0ESCX@cloNOG,0NI2S@firmNOG,COG1544@NOG	NA|NA|NA	J	ribosomal subunit interface protein
GUT_GENOME000001_01043	272563.CD0143	0.0	1476.5	SECA	GO:0000166,GO:0001882,GO:0001883,GO:0003674,GO:0003824,GO:0005488,GO:0005524,GO:0005575,GO:0005576,GO:0005618,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0005886,GO:0006139,GO:0006152,GO:0006163,GO:0006195,GO:0006200,GO:0006605,GO:0006725,GO:0006753,GO:0006793,GO:0006796,GO:0006807,GO:0006810,GO:0006886,GO:0006950,GO:0006952,GO:0008104,GO:0008150,GO:0008152,GO:0009056,GO:0009116,GO:0009117,GO:0009119,GO:0009123,GO:0009125,GO:0009126,GO:0009128,GO:0009141,GO:0009143,GO:0009144,GO:0009146,GO:0009150,GO:0009154,GO:0009158,GO:0009161,GO:0009164,GO:0009166,GO:0009167,GO:0009169,GO:0009199,GO:0009203,GO:0009205,GO:0009207,GO:0009259,GO:0009261,GO:0009306,GO:0009579,GO:0009607,GO:0009987,GO:0015031,GO:0016020,GO:0016462,GO:0016787,GO:0016817,GO:0016818,GO:0016887,GO:0017076,GO:0017111,GO:0019439,GO:0019637,GO:0019693,GO:0020012,GO:0030312,GO:0030554,GO:0030682,GO:0031522,GO:0032549,GO:0032550,GO:0032553,GO:0032555,GO:0032559,GO:0032940,GO:0032991,GO:0033036,GO:0034357,GO:0034613,GO:0034641,GO:0034655,GO:0035639,GO:0036094,GO:0040007,GO:0042278,GO:0042454,GO:0042651,GO:0043167,GO:0043168,GO:0043234,GO:0043952,GO:0044237,GO:0044238,GO:0044248,GO:0044270,GO:0044281,GO:0044403,GO:0044413,GO:0044415,GO:0044419,GO:0044424,GO:0044436,GO:0044444,GO:0044464,GO:0044699,GO:0044710,GO:0044763,GO:0044765,GO:0045184,GO:0046034,GO:0046128,GO:0046130,GO:0046434,GO:0046483,GO:0046700,GO:0046903,GO:0046907,GO:0050896,GO:0051179,GO:0051234,GO:0051641,GO:0051649,GO:0051701,GO:0051704,GO:0051707,GO:0051805,GO:0051807,GO:0051832,GO:0051834,GO:0052059,GO:0052173,GO:0052200,GO:0052385,GO:0052550,GO:0052564,GO:0052567,GO:0052572,GO:0055085,GO:0055086,GO:0065002,GO:0070727,GO:0071702,GO:0071704,GO:0071806,GO:0071944,GO:0072521,GO:0072523,GO:0075136,GO:0097159,GO:1901135,GO:1901136,GO:1901265,GO:1901292,GO:1901360,GO:1901361,GO:1901363,GO:1901564,GO:1901565,GO:1901575,GO:1901657,GO:1901658	K03070		bactNOG[38]	05CI6@bactNOG,0EP2S@cloNOG,0NDGV@firmNOG,COG0653@NOG	NA|NA|NA	U	Part of the Sec protein translocase complex. Interacts with the SecYEG preprotein conducting channel. Has a central role in coupling the hydrolysis of ATP to the transfer of proteins into and across the cell membrane, serving as an ATP-driven molecular motor driving the stepwise translocation of polypeptide chains across the membrane (By similarity)
GUT_GENOME000001_01045	445973.CLOBAR_00722	4.2e-147	526.2	PRFB	GO:0003674,GO:0003676,GO:0003723,GO:0003747,GO:0005488,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0006412,GO:0006415,GO:0006810,GO:0008079,GO:0008135,GO:0008150,GO:0008152,GO:0009058,GO:0009059,GO:0009987,GO:0010467,GO:0015858,GO:0015862,GO:0015864,GO:0015931,GO:0016043,GO:0016149,GO:0019538,GO:0022411,GO:0032984,GO:0034645,GO:0043170,GO:0043241,GO:0043624,GO:0043933,GO:0044237,GO:0044238,GO:0044249,GO:0044260,GO:0044267,GO:0044424,GO:0044464,GO:0044699,GO:0044763,GO:0044765,GO:0051179,GO:0051234,GO:0071702,GO:0071704,GO:0071705,GO:0071822,GO:0071840,GO:0097159,GO:1901264,GO:1901363,GO:1901576	K02836		bactNOG[38]	05CG1@bactNOG,0ENWD@cloNOG,0ND5I@firmNOG,COG1186@NOG	NA|NA|NA	J	Peptide chain release factor 2 directs the termination of translation in response to the peptide chain termination codons UGA and UAA (By similarity)
GUT_GENOME000001_01046	272563.CD0145	0.0	1187.6	TEX		K06959		bactNOG[38]	05BZM@bactNOG,0ENN0@cloNOG,0ND4U@firmNOG,COG2183@NOG	NA|NA|NA	K	Domain protein
GUT_GENOME000001_01047	272563.CD0146	2.9e-184	649.8					bactNOG[38]	05CU1@bactNOG,0ENV6@cloNOG,0NDJ8@firmNOG,COG1228@NOG	NA|NA|NA	Q	amidohydrolase
GUT_GENOME000001_01048	272563.CD0147	3.6e-61	240.0	RIBU	GO:0003674,GO:0005215,GO:0005575,GO:0005623,GO:0005886,GO:0006810,GO:0008150,GO:0016020,GO:0044464,GO:0051179,GO:0051234,GO:0071944		RIBFLVt2	bactNOG[38]	08SAX@bactNOG,0ETCF@cloNOG,0NMKH@firmNOG,COG3601@NOG	NA|NA|NA	S	membrane
GUT_GENOME000001_01049	445973.CLOBAR_00718	1.3e-66	257.7	YJEE	GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0044424,GO:0044464	K06925,K07102		bactNOG[38]	05K8N@bactNOG,0EUET@cloNOG,0NKMQ@firmNOG,COG0802@NOG	NA|NA|NA	S	Hydrolase, P-loop family
GUT_GENOME000001_01050	272563.CD0150	1.4e-99	367.9	YEAZ	GO:0003674,GO:0003824,GO:0004175,GO:0004222,GO:0005488,GO:0005515,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0006139,GO:0006396,GO:0006399,GO:0006400,GO:0006508,GO:0006725,GO:0006807,GO:0008033,GO:0008150,GO:0008152,GO:0008233,GO:0008237,GO:0009116,GO:0009119,GO:0009451,GO:0009987,GO:0010467,GO:0016070,GO:0016787,GO:0019538,GO:0034470,GO:0034641,GO:0034660,GO:0042278,GO:0042802,GO:0043170,GO:0043412,GO:0044237,GO:0044238,GO:0044260,GO:0044281,GO:0044424,GO:0044464,GO:0044710,GO:0046085,GO:0046128,GO:0046483,GO:0055086,GO:0070011,GO:0070525,GO:0070526,GO:0071704,GO:0072521,GO:0090304,GO:1901135,GO:1901360,GO:1901564,GO:1901657	K01409,K14742		bactNOG[38]	072GX@bactNOG,0ESF1@cloNOG,0NIRT@firmNOG,COG1214@NOG	NA|NA|NA	O	Universal bacterial protein YeaZ
GUT_GENOME000001_01051	272563.CD0151	2.3e-63	246.9	RIMI		K03789		bactNOG[38]	05KEG@bactNOG,0ES3F@cloNOG,0NKT3@firmNOG,COG0456@NOG	NA|NA|NA	S	Ribosomal-protein-alanine acetyltransferase
GUT_GENOME000001_01052	272563.CD0152	9.9e-160	568.2	GCP	GO:0001948,GO:0003674,GO:0003824,GO:0004175,GO:0004222,GO:0005488,GO:0005515,GO:0005575,GO:0005576,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0006139,GO:0006396,GO:0006399,GO:0006400,GO:0006508,GO:0006725,GO:0006807,GO:0008033,GO:0008150,GO:0008152,GO:0008233,GO:0008237,GO:0009116,GO:0009119,GO:0009451,GO:0009987,GO:0010467,GO:0016070,GO:0016787,GO:0019538,GO:0034470,GO:0034641,GO:0034660,GO:0042278,GO:0042802,GO:0043170,GO:0043412,GO:0044237,GO:0044238,GO:0044260,GO:0044281,GO:0044424,GO:0044444,GO:0044464,GO:0044710,GO:0046085,GO:0046128,GO:0046483,GO:0055086,GO:0070011,GO:0070525,GO:0070526,GO:0071704,GO:0072521,GO:0090304,GO:1901135,GO:1901360,GO:1901564,GO:1901657	K01409		bactNOG[38]	05CPM@bactNOG,0EPE1@cloNOG,0NEF4@firmNOG,COG0533@NOG	NA|NA|NA	O	Required for the formation of a threonylcarbamoyl group on adenosine at position 37 (t(6)A37) in tRNAs that read codons beginning with adenine (By similarity)
GUT_GENOME000001_01053	272563.CD0169	4e-196	689.5	VAG				bactNOG[38]	07R47@bactNOG,0ENU1@cloNOG,0NENZ@firmNOG,COG0534@NOG	NA|NA|NA	V	Mate efflux family protein
GUT_GENOME000001_01054	272563.CD0170	0.0	1100.5	UUP		K06158,K15738		bactNOG[38]	05C5H@bactNOG,0EP3N@cloNOG,0NDHZ@firmNOG,COG0488@NOG	NA|NA|NA	S	Abc transporter
GUT_GENOME000001_01055	445973.CLOBAR_00711	5.6e-97	359.0	REX	GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0044424,GO:0044464	K01926		bactNOG[38]	05FF6@bactNOG,0EQ7U@cloNOG,0NFHZ@firmNOG,COG2344@NOG	NA|NA|NA	K	Modulates transcription in response to changes in cellular NADH NAD( ) redox state (By similarity)
GUT_GENOME000001_01056	642492.Clole_2862	3.7e-19	98.6	FDXA				bactNOG[38]	084EF@bactNOG,0EVBJ@cloNOG,0NNGN@firmNOG,COG1145@NOG	NA|NA|NA	C	4fe-4S ferredoxin, iron-sulfur binding domain protein
GUT_GENOME000001_01057	272563.CD0174	0.0	1077.0	COOS		K00198	CODH4_1	bactNOG[38]	05CJG@bactNOG,0EPBJ@cloNOG,0NDSN@firmNOG,COG1151@NOG	NA|NA|NA	C	carbon-monoxide dehydrogenase catalytic subunit
GUT_GENOME000001_01058	272563.CD0175	9.8e-67	258.1			K00196	CODH4_1	bactNOG[38]	081SR@bactNOG,0ETNF@cloNOG,0NJWM@firmNOG,COG1142@NOG	NA|NA|NA	C	4Fe-4S ferredoxin, iron-sulfur binding
GUT_GENOME000001_01059	272563.CD0176	2.5e-152	543.9	NARC		K00529	CODH4_1	bactNOG[38]	07QMW@bactNOG,0EP3U@cloNOG,0NDI7@firmNOG,COG0446@NOG	NA|NA|NA	P	Pyridine nucleotide-disulfide oxidoreductase
GUT_GENOME000001_01060	445973.CLOBAR_00687	8e-08	61.2	GLUD	GO:0003674,GO:0003824,GO:0004352,GO:0006082,GO:0006520,GO:0006807,GO:0008150,GO:0008152,GO:0009987,GO:0016491,GO:0016638,GO:0016639,GO:0019752,GO:0043436,GO:0044237,GO:0044238,GO:0044281,GO:0044710,GO:0055114,GO:0071704,GO:1901564	K00260,K00261,K00262		bactNOG[38]	05D82@bactNOG,0ENQ2@cloNOG,0ND71@firmNOG,COG0334@NOG	NA|NA|NA	E	glutamate dehydrogenase
